##NAME|SUBNAME|OFFICE|TELNUM|NEWADDR|MAJOR|BIRTH|STATUS|SOURCE2@@변호사
공동법률사무소/법현|||535-5357|서울 서초구 서초중앙로 154,4층402호(서초동,화평빌딩)||||대한변호사협회
드림/법률사무소|||051-502-2395|부산 연제구 법원남로15번길 6,301호(거제동, 은하빌딩)||||대한변호사협회
신화/공동법률사무소|||053-753-0789|대구 수성구 동대구로 400,10층(범어동, 대구문화방송국건물)||||대한변호사협회
정감/공동법률사무소|||1877-6542|경기 의정부시 녹양로 44 , 401호(가능동, 삼형빌딩)||||대한변호사협회
유앤아이파트너스/법률사무소|||6085-9977|서울 강남구 역삼로 134,3층 (MS빌딩, 역삼동)||||대한변호사협회
법률사무소/정도|||031-546-8254|경기 수원시 영통구 동수원로 542-45 , 1층(원천동)||||대한변호사협회
케이앤제이/법률사무소/금상|||577-2300|서울 서초구 강남대로27길 7-19,3층(양재동, JVM빌딩)||||대한변호사협회
김앤서/부부/공동법률사무소|||6250-3230|서울 서초구 서초대로 254 , 11층 1114호(서초동, 오퓨런스)||||대한변호사협회
법률사무소/유수|||051-717-2411|부산 연제구 법원남로 16, 801호(거제동, 협성법조빌딩)||||대한변호사협회
법률사무소/새움|||054-457-4114|경북 구미시 송정대로 31 (송정동)||||대한변호사협회
법률사무소/율터|||449-7998|서울 송파구 법원로8길 13, 312~313호 (문정동, 헤리움써밋타워)||||대한변호사협회
원곡법률사무소|||031-494-7986|경기 안산시 단원구 광덕서로 82,301호(고잔동,한남법조빌딩)||||대한변호사협회
법률사무소/진실|||534-9414~6|서울 서초구 법원로4길 31, 102호(서초동, 대원빌딩)||||대한변호사협회
인텔리콘/공동법률사무소|||6284-0195|서울 강남구 논현로 554,5층 (역삼동, 삼성빌딩)||||대한변호사협회
변호사/장지현/임민순/법률사무소|||928-7085|서울 종로구 새문안로 92, 1723호 (신문로1가, 광화문오피시아)||||대한변호사협회
마스트/공동법률사무소|||6310-6633|서울 성동구 광나루로130, 1004호(성수동, 서울숲 IT캐슬)||||대한변호사협회
공동법률사무소/저스트|||522-1232|서울 서초구 법원로4길 41 , 명광빌딩 2층(서초동)||||대한변호사협회
리앤리/공동법률사무소|||535-3200|서울 서초구 법원로 10,401호402호(서초동,정곡빌딩남관)||||대한변호사협회
법률사무소/예담|||070-7780-7722|대구 수성구 동대구로 358-6,202호 (범어동,성광빌딩)||||대한변호사협회
더불어섬/합동법률사무소|||525-6000|서울 서초구 서초중앙로125,201호 (서초동,로이어즈타워)||||대한변호사협회
공동법률사무소/내일|||051-502-2217|부산 연제구 법원로18,602호 (거제동,세종빌딩)||||대한변호사협회
법률사무소/감동|||053-241-2112|대구 달서구 장산남로 2 , 108호(용산동, 법조빌딩)||||대한변호사협회
공동법률사무소/기쁨|||032-873-9791|인천 남구 소성로 153,204호 (학익동,중앙빌딩)||||대한변호사협회
법률사무소/민산|||588-0188|서울 서초구 반포대로86,201호 (서초동,신원빌딩)||||대한변호사협회
변호사/안재현/강성련/공동법률사무소|||032-861-2000|인천 남구 학익소로62,704호 (학익동,정동빌딩)||||대한변호사협회
세주/공동법률사무소|||032-225-0020|인천 남구 소성로 159,501호 (학익동,현준솔로몬시티)||||대한변호사협회
두드림/공동법률사무소|||053-263-0119|대구 수성구 동대구로 376, 2층 201호(범어동,범어숲화성파크드림에스)||||대한변호사협회
태주/공동법률사무소|||031-926-2233|경기 고양시 일산동구 장백로 194, 301호 (장항동, 위너스21)||||대한변호사협회
공동법률사무소/송암||||대구 달서구 장산남로 21,904호,1101호(용산동,법조빌딩)||||대한변호사협회
법률사무소/시냇가에/심은/나무|||042-483-0903|대전 서구 둔산중로78번길 26 , 1002호(둔산동, 민석타워)||||대한변호사협회
법률사무소/청어람|||064-726-9550|제주특별자치도 제주시 중앙로 316, 2층(이도이동,조형빌딩)||||대한변호사협회
공동법률사무소/세린|||051-504-0004|부산 연제구 법원남로 15번길7, 701호(거제동,오름빌딩)||||대한변호사협회
변호사/석왕기/서해택/공동법률사무소|||053-753-8280~1|대구 수성구 동대구로 348-15 ,7층(범어동,율촌빌딩)||||대한변호사협회
법률사무소/공명|||062-233-3119|광주 동구 지산로78번길 1 ,4층(지산동)||||대한변호사협회
공동법률사무소/신후|||597-5709|서울 서초구 서초중앙로 114, 302호 (서초동, 일광빌딩)||||대한변호사협회
정성/법률사무소|||064-721-2545|제주 제주시 구남로7길 33-2 ,2층(이도2동)||||대한변호사협회
법률사무소/다날|||3482-0889|서울 서초구 서초중앙로 119 ,8층(서초동,전자부품연구원빌딩)||||대한변호사협회
서우민율/공동법률사무소|||956-7745|서울 도봉구 마들로 727-1 ,2층(도봉동,예성빌딩)||||대한변호사협회
새고양합동/법률사무소|||031-902-5577|경기 고양시 일산동구 장백로 112 ,502호(장항동)||||대한변호사협회
공동법률사무소/휴먼|||6959-4870|서울 서초구 서초중앙로20길 28,4층(서초동,골드빌딩)||||대한변호사협회
변호사/임형모/김동관/공동법률사무소|||062-224-8806,7|광주 동구 준법로 5 , 2층(지산동)||||대한변호사협회
법률사무소/서한|||031-735-8624|경기 성남시 산성대로 458 ,3층(금광동)||||대한변호사협회
법률사무소/국민생각|||032-505-8084|인천 부평구 경원대로 1369 ,6층(부평동,태광빌딩)||||대한변호사협회
공동법률사무소/전문||||서울 서초구 서초중앙로145,5층 (서초동,중산빌딩)||||대한변호사협회
제이앤유/파트너스/법률사무소|||565-8333|서울 서초구 서초대로 286 ,11층(서초동,서초프라자)||||대한변호사협회
합동법률사무소/청암|||033-641-3358|강원 강릉시 운정길11번길 18 ,1층(난곡동,율전빌딩)||||대한변호사협회
박영구/위석현/공동법률사무소|||041-534-7722|충남 아산시 온천대로 1550 ,202호(온천동,법조빌딩)||||대한변호사협회
법률사무소/희성|||3477-8700|서울 서초구 법원로 15,409호(서초동,정곡빌딩서관)||||대한변호사협회
공동법률사무소/정대||||전남 목포시 옥암동 1202-1(에메랄드법조빌딩 302호)||||대한변호사협회
공동법률사무소/시우|||031-217-2266|경기 수원시 영통구 매탄2동 102-17(명진빌딩 4층)||||대한변호사협회
고유/공동법률사무소|||051-506-9988|부산 연제구 거제1동 1487-1(정림빌딩 1108~1110호)||||대한변호사협회
와이케이/법률사무소|||522-4700|서울 서초구 서초중앙로138,6층 (서초동,우림빌딩)||||대한변호사협회
호산/공동법률사무소||||전북 전주시 덕진구 사평로(덕진동1가) 28||||대한변호사협회
공동법률사무소/우창|||02-592-5791|서울 서초구 서초동 1698-15(청림빌딩5층)||||대한변호사협회
법률사무소/지명|||02-599-3000|서울 서초구 서초동 1711(정곡빌딩남관403호)||||대한변호사협회
태율종합법률특허사무소|||525-5363|서울 서초구 서초중앙로 89 (미래빌딩 5층)||||대한변호사협회
희망법/공동법률사무소|||02-364-1210|서울 은평구 통일로 684, 1동 504호 (녹번동, 서울혁신파크)||||대한변호사협회
법무법인/김앤김/종합법률사무소|||02-534-5454|서울 서초구 서초동 1711 정곡빌딩 남관 102호||||대한변호사협회
공동법률사무소/디케|||02-1661-4240|서울 서초구 서초대로 240,410호 (서초동,동일하이빌)||||대한변호사협회
변호사/정인기/김지현/법률사무소|||062-224-6688|광주 동구 지산동 342-13 심산빌딩 2층||||대한변호사협회
법률사무소/렉스|||02-521-6755,6|서울 서초구 서초대로46길 16 ,6층(서초동,탑스빌딩)||||대한변호사협회
우정합동/법률사무소|||583-1288|서울 강남구 강남대로 314, 7층 (역삼동, 서우빌딩)||||대한변호사협회
원효기업형사/법률사무소(원효합동)|||525-7766|서울 서초구 서초중앙로 58 , B1(서초동, 피앤디솔로빌)||||대한변호사협회
종합법률사무소/장원|||062-224-3322|광주 동구 지산로 78번길11 ,2층(지산동)||||대한변호사협회
법률사무소/정비|||455-5503|서울 서초구 남부순환로350길 29-3 , 3층(양재동, 영천빌딩)||||대한변호사협회
제일합동공동법률사무소|||02-3474-5555|서울 서초구 서초동 1656-1번지 성재빌딩 3층||||대한변호사협회
법률사무소/세원|||02-591-7400|서울 서초구 서초동 1698-13 동우빌딩 5층||||대한변호사협회
신앤유/공동법률사무소|||02-6323-6220|서울 마포구 상암동 1593 우리기술빌딩 11층||||대한변호사협회
법률사무소/올레|||064-757-7742|제주 제주시 이도2동 1081번지 제이빌딩 3층||||대한변호사협회
청명/합동법률사무소|||031-205-5080|경기 수원시 영통구 매탄동 102-21번지 3층||||대한변호사협회
백인합동법률사무소|||02-536-4343|서울 서초구 법원로2길 17-5 4층 (서초동, 백영빌딩4층)||||대한변호사협회
하우림/공동법률사무소|||536-6100|서울 서초구 서초동 1709-5(영포빌딩 402호)||||대한변호사협회
공동법률사무소/지성|||064-726-3233|제주 제주시 중앙로 318,4층 (이도동,대원빌딩)||||대한변호사협회
리인터내셔널/공동법률사무소|||2279-3631|서울 서대문구 충정로 23, 14층 (충정로3가, 풍산빌딩)||||대한변호사협회
공동법률사무소/공명(서울)||||서울 서초구 서초동 1694-22 (서전빌딩 301호)||||대한변호사협회
법률사무소/율민|||031-907-1005|경기 고양시 일산동구 장항동 891-3(이지로빌딩 601호)||||대한변호사협회
법률사무소/와이지|||6020-0080|서울 서초구 서초대로 347 , 1402호(서초동, 서초디타워)||||대한변호사협회
굿모닝/공동법률사무소||||||||대한변호사협회
행복/공동법률사무소||||||||대한변호사협회
윤석진/조경훈/공동법률사무소||||||||대한변호사협회
명우/합동법률사무소|||053-752-6633|대구 수성구 범어3동 33-2 (범어빌딩 5층)||||대한변호사협회
손영기/이수광/공동법률사무소|||053-743-2220|대구 수성구 범어동 33-2 (범어빌딩 3층)||||대한변호사협회
H&P/법률사무소|||2038-3828|서울 서초구 서운로1길 42 , 2층(서초동)||||대한변호사협회
다벗/공동법률사무소|||592-1100|서울 서초구 서초동 1699-6 (이산빌딩 2층)||||대한변호사협회
이국주/이형원/공동법률사무소||||서울 마포구 공덕동 105-156(대성빌딩 201호)||||대한변호사협회
희우법률세무사무소|||031-877-9181|경기 의정부시 체육로 306-24, 402호 (녹양동, 성해프라자)||||대한변호사협회
공동법률사무소/정원||||대전 서구 둔산동 1405(메트로팰리스 302호)||||대한변호사협회
최현/김두헌/공동법률사무소||||대전 서구 둔산동 1392(봉화빌딩 303,305호)||||대한변호사협회
공동법률사무소/천지합동|||062-228-8660|광주 동구 지산동 434-2 (요천법조빌딩 4층)||||대한변호사협회
김경배/김익환/공동법률사무소||||서울 서초구 서초4동 1694-1,2 (화평빌딩 6층)||||대한변호사협회
공동법률사무소/찬||||경기 의정부시 체육로 306-10,4층(녹양동, 경원빌딩)||||대한변호사협회
공동법률사무소/다함||||||||대한변호사협회
공동법률사무소/정제||||경기 의정부시 가능동 362-115 (2층)||||대한변호사협회
티와이앤파트너스/공동법률사무소|||3496-9600|서울 강남구 청담동 53 (우산빌딩 10층)||||대한변호사협회
김앤박/공동법률사무소|||3474-1826|서울 서초구 서초중앙로24길 27 , 502호(서초동, G5센트럴프라자)||||대한변호사협회
공동법률사무소/가인||||서울 서초구 서초중앙로26길 5,205호(서초동,하림빌딩)||||대한변호사협회
공동법률사무소/해울|||592-9100|서울 서초구 서초동 1572-7 (태양빌딩 7층)||||대한변호사협회
공동법률사무소/해우||||대전 서구 둔산동 1391 (서림빌딩 1004호)||||대한변호사협회
정명/합동법률사무소||||대전 서구 둔산로137번길 44,701호 (둔산동,서림빌딩)||||대한변호사협회
함께하는/공동법률사무소||||대전 서구 둔산동 1396(명진빌딩 802~805호)||||대한변호사협회
오로라/공동법률사무소||||서울 종로구 인사동5길 29 ,2층(인사동,태화빌딩)||||대한변호사협회
공동법률사무소/우산|||02-596-7979|서울 서초구 서초대로51길15 ,3층(서초동,신우빌딩)||||대한변호사협회
김앤장/법률사무소|||3703-1114|서울 종로구 내자동 223 (세양빌딩)||||대한변호사협회
법무법인/호남종합법률사무소|||063-277-6360|전북 전주시 덕진구 덕진동1가 1407-1 (동승빌딩 2，3층)||||대한변호사협회
법무법인/치악종합법률사무소|||033-744-2488,745-2488|강원 원주시 무실동 1811-3, 3층||||대한변호사협회
