##NAME|SUBNAME|TELNUM|ADDR|FEAT@@태권도장
슈퍼맨태권도장||055-242-2024|경남 창원시 마산합포구 자산삼거리로 2-1 (자산동, 형제샘터마을)|
국가대표태사랑태권도장||055-649-5757|경남 통영시 북문2길 12 상가동 1층 101호(북신동, 광우로얄맨션)|
창녕슈퍼맨태권도장||010-2007-4213|경남 창녕군 창녕읍 종로 44-1 3층 (교상리)|
용광태권도장||055-552-1834|경남 창원시 진해구 안청로 126 117동 301호, 302호(청안동, 해인로즈빌아파트)|
무궁화태권도장(태평관)||042-538-1113|대전 중구 계백로1615번길 50 2층(유천동)|
동아대승리태권도장||010-3300-2918|경남 창원시 성산구 원이대로538번길 27-4 (중앙동)|
우리아이태권도장|||대구 수성구 범물동 1382 삼주타운상가 105/205|
한국체대 다빛태권도장||010-4245-1181|세종특별자치시 다정북로 109 201호 202호(다정동, 가온마을3단지)|
태낭태사태권도장||0226982492|서울 양천구 오목로 200-1 3층, 지층(신정동)|
아이맘태권도장||062-575-1396|광주 북구 설죽로 419 115동 101, 105호(삼각동, 일곡엘리체프라임)|
마곡 태권도장||02-3663-5356|서울 강서구 양천로30길 103 2층 (마곡동, 화성빌딩)|
용인대 대명 태권도장||02-2662-3007|서울 강서구 마곡서로 133 713동 805호(마곡동, 마곡엠밸리7단지)|
KG태권도장||031-681-4745|경기 평택시 청북읍 안청로1길 45-1 5층(옥길리)|
태랑회밝은빛∂태권도장||051-331-9119|부산 북구 금곡대로 166  (화명동, 롯데캐슬카이저)|
도담태권도장||032-568-7942|인천 서구 청라커낼로 232 206,207,208호(청라동, 청라엘에이치)|
명품태권도장||061-284-1067|전남 목포시 남악1로 56, 2층(옥암동, 부주빌딩)|
국기태권도장||043-733-3860|충북 옥천군 옥천읍 금구리 160-5|
용인대 수영태권도장||031-291-8122|경기 화성시 봉담읍 수영로82번길 6 한울마을 신창비바패밀리아파트 2단지 상가 2층 201호(수영리, 한울마?|
하길태권도장||031-354-7973|경기 화성시 향남읍 하길로 69 상가 2층 203호(하길리, 오색마을 사랑으로부영9단지아파트)|
오산은계용인대청룡태권도장||031-373-9321|경기 오산시 은여울로43번길 13 은계상가 3층 1,2호(은계동)|
KTIGERS태권도장||031-8017-8107|경기 성남시 분당구 운중로 172 트윈플라자 1층 103~106호(운중동)|
용인대TOP태권도장||031-283-5161|경기 용인시 기흥구 구성로 135 천지프라자 2층 201호(언남동)|
하남용인대슬기태권도장||031-793-1247|경기 하남시 미사강변대로 76 미사베스트프라자 6층 601~602호(풍산동)|
용인대JS영웅태권도장||031-273-2249|경기 화성시 영통로27번길 11-5 지하 1층(반월동)|
서봉경희태권도장||031-354-7881|경기 화성시 향남읍 상신하길로328번길 21 201호(하길리, 서봉마을 사랑으로부영3단지아파트 상가동)|
늘푸른소망태권도장||031-502-0304|경기 안산시 상록구 중보로 21 금강프라자 4층 404,405호(이동, 금강프라자)|
더베스트안성태권도장||031-675-8585|경기 안성시 금산동 41-1|
현진참사랑인성태권도장|||경기 여주시 가남읍 경충대로 1472-28 1층 (신해리)|
용인대대성태권도장||031-683-1771|경기 평택시 청북읍 청북새싹길 3 3층(현곡리)|
청북용인대청룡태권도장||031-647-6774|경기 평택시 청북읍 안청로4길 49-25 3층(옥길리)|
평택용인대백호태권도장||031-667-0722|경기 평택시 지산로 85 3층 (독곡동, 우남빌딩)|
한체대옥돌태권도장||061-335-6373|전남 나주시 월정5길 1 (빛가람동)|
청학석사태권도장||061-725-1109|전남 순천시 순천만정원로 86 4층 403호(풍덕동)|
아이사랑태권도장(둔산관)||042-484-5288|대전 서구 둔산북로 160 삼성한마루 상가(둔산동, 한마루아파트)|
용인대백룡태권도장||042-585-8688|대전 서구 복수남로12번길 44 4층(복수동)|
새봄태권도장||042-825-3266|대전 유성구 지족북로 43 대한프라자 4층(지족동)|
꾸러기태권도장||042-222-3342|대전 중구 대흥동 386-11|
백룡태권도장|||대전 중구 서문로 13 덕인빌딩 4층 (문화동)|
블랙벨트태권도장|||경기 시흥시 배곧4로 103 대경프라자 4층 401,402호(정왕동, 대경프라자)|
계명대도일태권도장|||경기 시흥시 군자로 467 2층 (거모동)|
국가대표본태권도장||031-432-6631|경기 시흥시 서촌상가2길 30 양남빌딩 3층 301호 (정왕동, 양남빌딩)|
강한태권도장||031-773-8842|경기 양평군 양평읍 양근로147번길 3 1층(양근리)|
부림태권도장||031-423-5772|경기 안양시 동안구 부림로 194 2층(관양동)|
경희해오름태권도장||031-426-9797|경기 안양시 동안구 동편로 110 3단지 내 상가 2층 201,202호(관양동, 동편마을)|
BEST태권도장||032-654-5575|경기 부천시 성주로 120 3층 (송내동)|
분당블랙벨트센터태권도장||031-717-2853|경기 성남시 분당구 정자로 80 정자프라자 3층 1,2호(정자동, 정자프라자)|
화성경희대한빛태권도장||031-372-2202|경기 화성시 동탄순환대로27길 45 금성예미지 단지내상가 1층 108~110호(영천동, 예미지 파크뷰 아파트)|
가온누리강호태권도장|||경기 포천시 신읍길 26 2층(신읍동)|
라온무도태권도장||031-441-2550|경기 안양시 만안구 장내로 60 4층 401호 (안양동)|
용인대비전태권도장||031-658-5573|경기 평택시 중앙로 309 3층(비전동)|
화정경호태권도장||031-978-3888|경기 고양시 덕양구 백양로 4 3층 301호(화정동, 능곡유치원)|
광명고려태권도장||0226120012|경기 광명시 광이로 1 2층 (광명동)|
우승태권도장||031-576-7771|경기 남양주시 와부읍 수레로 88-17 동부프라자 4층 403, 404호(덕소리, 동부프라자)|
KTC호평태권도장||031-591-0060|경기 남양주시 늘을2로 82 2층(호평동)|
특공MAX태권도장||031-594-4591|경기 남양주시 평내로29번길 49 엠투프라자 8층 807호(평내동)|
드림 태권도장||010-3445-3147|강원 강릉시 남산초교길 20 2층(내곡동)|
하나타이거태권도장||031-511-0139|경기 남양주시 의안로 125 드림타워 5층 502호(평내동, 드림타워)|
미드미태권도장||070-4633-2202|경기 광명시 안현로 19 하안주공1단지 종합상가 2층 209,210호 (하안동, 하안주공1단지종합상가)|
용인대동백최고태권도장||031-274-1190|경기 용인시 기흥구 동백중앙로 358-12 유타운상가2층 201호(동백동, 유타운)|
뿌리깊은나무태권도장||031-264-5599|경기 용인시 수지구 대지로 18 대지빌딩 4층(죽전동, 대지빌딩)|
하남경희대석사The비채태권도장||031-792-9921|경기 하남시 미사강변동로 73 노블레스 9층 913~917호(망월동, 미사강변 노블레스)|
영천태권도장||062-954-4756|광주 광산구 월곡동 683-6|
신원용인대한울태권도장||02-381-8818|경기 고양시 덕양구 권율대로 903 4층 403호(신원동, 건우아트프라자)|
고려석사태권도장|||경기 고양시 덕양구 성신로 97 햇빛마을19단지 상가 지층 101호(행신동, 햇빛마을19단지)|
용인대반월박사태권도장||0312224677|경기 화성시 효행로 1337-23 201~203호(반월동, e편한세상 신동탄)|
수원용인대백호태권도장||031-215-0506|경기 수원시 영통구 권광로260번길 36 현대힐스테이트아파트 단지내 상가 3층(매탄동, 현대힐스테이트아파?|
인성탑태권도장||031-528-0028|경기 남양주시 진접읍 부평로48번길 29 1층(부평리)|
별내한누리태권도장||031-573-7172|경기 남양주시 별내5로5번길 7 영주프라자 5층 501호(별내동)|
용인대광릉태권도장||031-527-2131|경기 남양주시 진접읍 진벌로 85 2층 202호(진벌리)|
최고태권도장||031-572-5525|경기 남양주시 진접읍 해밀예당3로 59 폴리프라자2 4층 401호 (금곡리, 폴리프라자Ⅱ)|
경희대명장태권도장||031-445-0116|경기 안양시 동안구 관악대로 133 비산삼성래미안아파트 상가동 5층 503호(비산동, 비산삼성래미안아파트 ?|
백마K타이거즈태권도장||031-571-7989|경기 남양주시 진접읍 내각1로99번길 27 2층(내각리)|
용인대아이스타유소년스포츠센터태권도장||02-897-6003|경기 광명시 금하로 464 메이저리치안 상가 7층 708,709호 (소하동)|
한국엘리트태권도장||041-549-0124|충남 아산시 법곡길 9 3층(법곡동)|
용인비상태권도장||031-206-5111|경기 용인시 기흥구 서천로127번길 3-3 6층 605호,606호(서천동)|
슈퍼키즈태권도장||031-263-5544|경기 용인시 수지구 포은대로313번길 7-10 122동 2층 204호(풍덕천동, e편한세상 수지)|
경희대석사STA태권도장||031-214-0666|경기 용인시 기흥구 흥덕중앙로 41 흥덕웰스프라자 3층 302호 (영덕동, 흥덕웰스프라자)|
경희상무태권도장||031-985-6750|경기 김포시 전원로 32 월드상가 3층 312호(운양동, 전원마을월드1단지아파트)|
창전용인대태권도장||031-631-1779|경기 이천시 서희로 77-13 (창전동, 외 1필지 4층)|
위즈덤태권도장||031-562-4824|경기 구리시 동구릉로 114 현대아파트 상가동 2층 202호 (인창동, 현대아파트)|
아라한태권도장||055-327-8877|경남 김해시 분성로134번길 5 상가동 201호(외동, 쌍용스윗닷홈아파트)|
경희대 강한친구들 태권도장||02-444-8736|서울 광진구 광나루로56길 34 상가4층 (구의동, 구의현대2단지)|
153태권도장||032-344-2009|경기 부천시 부흥로 407 3층(심곡동)|
한국체대MTA점프태권도장||031-667-1351|경기 평택시 장당길 45 2층 201호 (장당동, 장당동주차빌딩)|
천지태권도장||031-312-9262|경기 시흥시 시흥대로1073번길 33 3층(신천동)|
한진태권도장||055-231-7887|경남 창원시 마산회원구 내서읍 광려로 15 404호(삼계리,삼계이미지빌딩)|
월드키즈태권도장|||경남 진주시 진양호로84번길 10 (평거동)|
경희대글로벌태권도장||031-997-8883|경기 김포시 김포한강2로 222 6층 605~606호(장기동, 대영메디칼 아카데미)|
마산차오름태권도장||031-982-6881|경기 김포시 김포한강8로 163 한강스퀘어빌딩 6층 601호(마산동, 한강스퀘어빌딩)|
경희대꿈태권도장||031-292-3045|경기 수원시 권선구 고색로 8 우림필유아파트단지상가 3층 (고색동, 우림필유)|
경찰태권도장||031-982-6112|경기 김포시 김포한강1로 227 광장프라자 4층 408호(운양동, 광장프라자)|
한국체대스타태권도장||031-998-8578|경기 김포시 김포한강1로51번길 12 동서메디칼빌딩 6층 601,602호(장기동, 동서메디칼빌딩)|
국가대표세계태권도장||051-808-2202|부산 부산진구 부암동 724-1 6층|
MTA우리태권도장|||대전 서구 갈마동 1434번지 2층|
고수회백호태권도장||031-574-0605|경기 남양주시 진접읍 해밀예당3로 61 중앙프라자 6층 602호(금곡리)|
백석한울태권도장||031-904-2500|경기 고양시 일산동구 일산로 196 대길프라자 3층 301호,302호(마두동, 대길프라자)|
위너태권도장||031-217-3890|경기 용인시 기흥구 흥덕2로 85 우연프라자 2층 205,206호(영덕동)|
MBA태권도장||055-324-3757|경남 김해시 삼계로 234 205호~207호(삼계동, 현대아이파크1차아파트 상가)|
경희대 화랑 태권도장||02-488-1236|서울 강동구 양재대로125길 35 2층(천호동, 대영빌딩)|
가람경희대태권도장||010-949-3631|경기 파주시 가람로116번길 57 중앙타워 7층 701호(와동동)|
임진태권도장||031-952-2770|경기 파주시 문산읍 문향로17번길 15-16 2층|
도담태권도장||051-266-0612|부산 사하구 다대로429번길 1 (다대동)|
YK태권도장||010-5500-3668|경기 시흥시 배곧4로 99 로얄페스타 5층 504,505호(정왕동, 로얄페스타)|
아리솔비산태권도장||053-552-3334|대구 서구 북비산로65길 22-2 2층(비산동)|
창원한백태권도장||055-263-6999|경남 창원시 성산구 가음정로23번길 10-36 401호, 402호(가음동, 중온빌딩)|
드림태권도장||055-292-9970|경남 창원시 의창구 북면 감계로 221 상가 1동 207호, 208호(감계리, 창원 감계 푸르지오)|
한들태권도장||055-288-9992|경남 창원시 의창구 대봉로 24 403호(봉림동)|
K타이거즈 서현태권스쿨|||충북 청주시 흥덕구 서현북로 66 대주빌딩 4층(가경동)|
아름드리태권도장||054-444-7877|경북 구미시 봉곡서로12길 3 301동 11호, 12호, 13호(봉곡동, 봉곡세양청마루)|
역북경희대태권도장||031-322-3655|경기 용인시 처인구 명지로16번길 25 상가1동 206호~208호(역북동, 우미 린 센트럴파크)|
경희대효태권도장||010-4166-3256|경기 용인시 기흥구 서천로117번길 9 5층 502,503호 (서천동,원희캐슬2차상가)|
KTI금빛태권도장||031-552-1718|경기 구리시 건원대로34번길 27 3층 307-311호(인창동, 세신인창종합상가)|
후곡한국체대태권도장||031-919-4566|경기 고양시 일산서구 강선로 137 상가동 2층 201호(일산동, 후곡마을16단지)|
가천대S.P태권도장||031-634-5287|경기 이천시 백사면 현방로80번길 7 1층(현방리)|
더(THE)태권도장||031-996-1551|경기 김포시 태장로 823 자이에비뉴 상가 4층 405~408호(장기동)|
한국체대호림태권도장||031-558-5050|경기 남양주시 경춘로 466 남경빌딩 4층 402호(지금동)|
하남키즈석사태권도장||031-793-7999|경기 하남시 덕풍서로 65 풍산아이파크 단지상가 2층 201호(덕풍동, 하남풍산아이파크5단지)|
