bztypName|pobsAfstrName|pobsBaseAddr|pobsDtlAddr|pobsGnrlTelno
의류,스포츠용품,무역,전자상거래업|주식회사 까스텔바작|서울특별시 강남구 논현로 322 (역삼동)|형지빌딩 2층|0234980335
학원운영|주식회사 나다어 학원|서울특별시 강남구 삼성로 311 (대치동)|1층|025521003
자동차종합수리업|주식회사 나래모터스|서울특별시 강남구 개포로 258 (개포동)|1층(개포동)|025291052
외국어관련 교육서비스업|주식회사 나온다랩|서울특별시 강남구 테헤란로 311 (역삼동)|801호|-
시스템소프트웨어개발및공급업|주식회사 나우버스킹|서울특별시 강남구 봉은사로18길 60 (역삼동)|1층|07080956963
일반 교과학원|주식회사 날개를달다 학원|서울특별시 강남구 역삼로 462 (대치동)|3층|0263393512
광고중개, 소프트웨어개발, 제품개발|주식회사 내일의가치|서울특별시 강남구 강남대로 320 (역삼동)|1108호|07043004858
일식 식자재도소매|주식회사 네기|서울특별시 강남구 도산대로15길 18 (신사동)|4층 신사동|025480807
컴퓨터 및 주변장치, 소프트웨어 소매업|주식회사 네모난오렌지|서울특별시 강남구 남부순환로 2722(도곡동)|3층|-
한식|주식회사 네모컴퍼니|서울특별시 강남구 테헤란로27길 23(역삼동)|1층, 2층 (역삼동)|025552600
전시, 컨벤션 및 행사 대행업|주식회사 누리풋볼|서울특별시 강남구 논현로 748 (논현동)|세화빌딩B1|-
중국음식|주식회사 다연외식|서울특별시 강남구 테헤란로70길 28 (대치동)|케이투타워 지하1층|025653849
건축설계|주식회사 다온건축사사무소|서울특별시 강남구 삼성로100길 23-26 (삼성동)|4층|0220520312
중고명품|주식회사 다이야코퍼레이션코리아|서울특별시 강남구 압구정로 306 (신사동)|지하층 5호|025449171
일반 교과학원|주식회사 다인리더수학원|서울특별시 강남구 도곡로93길 9 (대치동)|3층|-
빵 및 과자류 소매업|주식회사 달코퍼레이션|서울특별시 강남구 언주로63길 16 (역삼동)|삼일빌딩 2층|07040631620
응용소프트웨어개발및공급업|주식회사 닷코드|서울특별시 강남구 논현로 509 (역삼동)|712-2|07078931194
어학원외|주식회사 대치잉글리쉬파크|서울특별시 강남구 영동대로 229 (대치동)|2층|025817082
한식 일반 음식점업|주식회사 더 아미가 코리아|서울특별시 강남구 언주로93길 28-6 (역삼동)|1층 속초집|025658833
경영컨설팅업|주식회사 더레스토랑컴퍼니|서울특별시 강남구 도산대로15길 32-4|1층|07041150777
발렛파킹 외|주식회사 더바른컴퍼니|서울특별시 강남구 테헤란로82길 15 (대치동)|1576호|-
기타 가공식품 도매업|주식회사 더블에이플랫|서울특별시 강남구 도산대로49길 22(신사동)|3층|-
부동산개발컨설팅, 커피 전문점|주식회사 더블유비아이엠2|서울특별시 강남구 강남대로112길 25 위더스빌딩|1층|0230167140
가구 도소매 광고대행|주식회사 더블유엠디케이 강남점|서울특별시 강남구 역삼로 159 (역삼동)|젠텍타워 1층|025679994
외국어보습|주식회사 더빅아이디어|서울특별시 강남구 남부순환로 2936 (대치동)|윈플러스상가  310호|025689001
화장품|주식회사 더스킨팩토리|서울특별시 강남구 학동로23길 13 (논현동)|1층|0218995451
투자자문,경영컨설팅,전대|주식회사 더좋은 비즈|서울특별시 강남구 테헤란로33길 18 (역삼동)|5층,6층|025558770
투자자문,경영컨설팅,전대외|주식회사 더좋은 선정릉점|서울특별시 강남구 봉은사로 326 (역삼동)|8층, 9층|025562027
투자자문,경영컨설팅,전대외|주식회사 더좋은 신논현점|서울특별시 강남구 강남대로 502 (논현동)|8층|025412004
투자자문,경영컨설팅,전대외|주식회사 더좋은 언주점|서울특별시 강남구 언주로113길 7 (논현동)|3층,4층|025416464
즉석조리식품 판매|주식회사 더참|서울특별시 강남구 학동로68길 7 (삼성동)|104호|025403250
태권도 및 무술 교육기관|주식회사 더코어|서울특별시 강남구 언주로 427 디오빌역삼215호|주식회사 더코어|020000000
경영컨설팅|주식회사 더페이|서울특별시 강남구 테헤란로 305 (역삼동)|한국기술센터 19층|027530103
골프레슨|주식회사 더핸즈|서울특별시 강남구 강남대로84길 13 (역삼동)|KR타워 지하2층|07077786431
반찬류,수퍼마켓|주식회사 데일리에프앤비|서울특별시 강남구 도곡로 239 (역삼동)|1층,경양빌딩|025650366
커피 차류 제과, 원두, 경양식, 전자상거래|주식회사 데헤사에프앤비 카페드리옹|서울특별시 강남구 영동대로 513(삼성동)|B1층 아이105호(삼성동,코엑스)|0260023175
피자,치킨|주식회사 델리박스푸드|서울특별시 강남구 논현로106길 54 (역삼동)|1층|025116998
산후조리원|주식회사 도곡궁산후조리원|서울특별시 강남구 도곡로6길 13 도곡동|궁산후조리원|025757870
한식|주식회사 도쿄등심|서울특별시 강남구 테헤란로 337 (역삼동)|14층(화남빌딩14층)|025522260
건강 보조식품 소매업|주식회사 두드림씨앤아이|서울특별시 강남구 역삼로 114 (역삼동)|8층 8006호|07088883063
커피 전문점|주식회사 두리앤커피 탐앤탐스논현1호점|서울특별시 강남구 논현로 726 1층 탐앤탐스 논현1호점|주식회사 두리앤커피 탐앤탐스논현1호점|020000000
산후조리원|주식회사 드라마글로벌|서울특별시 강남구 언주로 303|1층,2층,7층,8층|0234534628
비알코올 음료 도매업|주식회사 드링크몰|서울특별시  강남구 도산대로1길 36 303|주식회사 드링크몰|0200000000
한식 일반 음식점업|주식회사 디오컴퍼니|서울특별시 강남구 봉은사로 113 (논현동)|지하1층, 지상14층|0222731755
입시미술학원|주식회사 디자인고도|서울특별시 강남구 남부순환로351길 18 (도곡동)|2층 201호|025719114
기타 의복 소매업|주식회사 디자인메리지|서울특별시 강남구 선릉로 815 (신사동)|304호|025441272
전자상거래, 콘텐츠 정보통신업, 소프트웨어 개발업|주식회사 디존|서울특별시 강남구 논현로 509(역삼동)|8층|16684287
전시기획및전시관련행사|주식회사 디투씨|서울특별시 강남구 삼성로84길 22 (대치동)|비전빌딩 2층|05053005117
그래픽 디자인, 소량인쇄, 그라비아인쇄, 연포장|주식회사 디피에이씨피앤피|서울특별시 강남구 논현로 80 (개포동)|350호|-
한식 일반 음식점업|주식회사 뚝심(선릉역점)|서울특별시 강남구 테헤란로 410(대치동)|지하1층|025539299
필라테스,발레핏|주식회사 라리토숨|서울특별시 강남구 압구정로30길 17 (신사동)|1층 101호|025460722
공연, 음반기획 외|주식회사 라온케이엔터테인먼트|서울특별시 강남구 논현로164길 6 (신사동)|지층(신사동, 희봉빌딩)|0234446047
골프 연습장 운영업|주식회사 라자로골프|서울특별시 강남구 논현로86길 32(역삼동, 삼우빌딩)|지하1층(역삼동 삼우빌딩)|025549918
전자상거래업,일반여행업,온라인정보제공업|주식회사 라쿠카라차(온누리)|서울특별시 강남구 선릉로86길 26(대치동)|4층 주식회사 라쿠카라차(온누리)|025681220
헬스장|주식회사 라티오글로벌|서울특별시 강남구 테헤란로 322 (역삼동)|130, 131호|025560007
그외 기타 달리 분류되지않은 제품 제조업|주식회사 랩도쿠|서울특별시 강남구 선릉로141길 16(논현동)|1~5층|025410703
기술 및 직업훈련학원|주식회사 러닝스푼즈|서울특별시 강남구 강남대로94길 15 (역삼동)|S2 빌딩 3/4층 러닝스푼즈|0234455170
경영 컨설팅업|주식회사 레드이토|서울특별시 강남구 선릉로145길 13 (논현동)|럭스웨딜빌딩 601호|025172013
가구|주식회사 레지움가구|서울특별시 강남구 학동로 110 (논현동)|세원빌딩 502|025181400
손소독제, 살균제 등|주식회사 루츠바이오|서울특별시 강남구 도산대로85길 8(청담동)|3층|15447039
의복 액세서리 및 모조 장신구|주식회사 루퍼|서울특별시 강남구 테헤란로 427(삼성동)|지하1층 루퍼|05071348
교육컨설팅, 보습학원, 프랜차이즈|주식회사 리드엔|서울특별시 강남구 압구정로46길 30 (신사동)|암강빌딩 2층|025173101
필라테스|주식회사 리얼라인|서울특별시 강남구 삼성로133길 3 (청담동)|2층|025117565
종합소매업|주식회사 리테일앤인사이트|서울특별시 강남구 테헤란로 305 (역삼동)|18층|07078129773
전자상거래 등|주식회사 린글로벌테크|서울특별시 강남구 논현로105길 51 (역삼동)|2층|025690889
화장품|주식회사 린뷰티|서울특별시 강남구 도산대로 114 (논현동)|수일빌딩 7층|025181317
소프트웨어개발및공급업|주식회사 링고홀딩스|서울특별시 강남구 논현로30길 6 (도곡동)|301호|07042650968
해산물|주식회사 마루오복시장|서울특별시 강남구 언주로168길 37 (신사동)|2층|025479955
즉석식품|주식회사 마마리마켓|서울특별시 강남구 선릉로130길 5 (삼성동)|101호 마마리마켓|025152163
주류및관련용품판매|주식회사 마이시크릿셀라|서울특별시 강남구 선릉로135길 12 (논현동)|1층|-
진단용 시약,키트 도소매업|주식회사 마인즈아이|서울특별시 강남구 테헤란로25길 40 (역삼동)|2층(경성빌딩)|-
서양식 음식점업|주식회사 마히나비건테이블|서울특별시 강남구 논현로175길 75 (신사동)|2층|050713715331
주유소|주식회사 만정에너지|서울특별시 강남구 봉은사로 433 (삼성동)|.|025185141
임업서비스|주식회사 맑은숲|서울특별시 강남구 도곡로3길 25 (역삼동)|1110호|023333305
외국어보습|주식회사 맘스마음|서울특별시 강남구 남부순환로 2936 (대치동)|윈플러스상가 410호|025689001
한식|주식회사 맛의끗사람들|서울특별시 강남구 양재대로27길 6 (일원동)|지상 1층(일원동)|024450777
반찬|주식회사 맛있는식탁|서울특별시 강남구 남부순환로 2909 (대치동)|101, 102호 맛있는찬|024183330
무역|주식회사 맥앤스타|서울특별시 강남구 언주로146길 46 (논현동)|3층|025498779
의류, 신발, 화장품, 무역|주식회사 메가사미트|서울특별시 강남구 강남대로 310(역삼동)|지하1층 메가사미트|025538780
신발, 의류, 스포츠용품|주식회사 메가슈플렉스에스마켓코리아|서울특별시 강남구 논현로 557(역삼동)|2층(역삼동)|07052192940
필라테스 프랜차이즈 경영컨설팅|주식회사 메디유|서울특별시 강남구 삼성로 555 (삼성동)|B1F|0232883343
응용소프트웨어 개발 및 공급|주식회사 메디프로봇|서울특별시 강남구 테헤란로82길 15 (대치동)|950호(대치동, 디아이타워)|0269562872
결혼정보제공업|주식회사 메리미|서울특별시 강남구 영동대로 607 (삼성동)|랜드마크빌딩 4층|025169080
시스템 소프트웨어 개발 및 공급업|주식회사 메이히어|서울특별시 강남구 테헤란로84길 16(대치동)|세풍빌딩 10층|0269566622
통신기기 소매업|주식회사 명성대박통신|서울특별시 강남구 선릉로 311, 1층 102호 (역삼동, 한티빌딩)|주식회사 명성대박통신|020000000
서양식|주식회사 명인에프엔비|서울특별시 강남구 도산대로67길 30 (청담동)|2층|025469621
냉동만두|주식회사 명장스토리|서울특별시 강남구 개포로 623 (개포동)|지하1층112호|-
보습학원 논술|주식회사 명품교육|서울특별시 강남구 남부순환로 2937 (대치동)|까치빌딩 2층|025011770
외국어학원,도서판매업,유학.교육컨설팅|주식회사 모솜|서울특별시 강남구 강남대로84길 8(역삼동)|3층, 4층|022135820
일식, 식자재, 음식업 컨설팅|주식회사 모즈홀딩스|서울특별시 강남구 언주로153길 10-5 (신사동)|1층|025425048
상품종합중개업, 통신판매업|주식회사 모플|서울특별시 강남구 압구정로12길 44 (신사동)|대영빌딩 지하1층|0222356410
간이 음식점업|주식회사 못난이푸드(지점)|서울특별시 강남구 압구정로 214 (신사동)|101호|0269255441
즉석판매제조가공업|주식회사 몽상향|서울특별시 강남구 언주로98길 5 (역삼동)|5층|-
주류|주식회사 무디타와인|서울특별시 강남구 학동로 421(청담동)|지하|050714126480
생활용품,침구류 및 관련제품|주식회사 무로코퍼레이션(호무로)|서울특별시 강남구 테헤란로34길 36 (역삼동)|2층 201호|07043557431
광고대행업|주식회사 미더|서울특별시 강남구 도산대로15길 25 (신사동)|4층|0220886055
일반음식점|주식회사 미라클 바이러스|서울특별시 강남구 헌릉로569길 13 (세곡동)|103-104호|024592324
