##NAME|TYPE|SUBNAME|TELNUM|ADDR|FATHER|SOURCE2@@교회
봉천제일교회|통합||02-888-1252|서울시 관악구 봉천7동 212-1|장세윤 목사|한국컴퓨터선교회
부암교회|합동정통||02-882-4077|서울시 관악구 봉천11동 1638-20 원당종합상가|탁기환 목사|한국컴퓨터선교회
사랑의교회|합동정통||02-882-1035|서울시 관악구 신림10동 26-6|정기택 목사|한국컴퓨터선교회
산돌교회|기성||02-854-1289|서울시 관악구 신림11동 1567-2|김길웅 목사|한국컴퓨터선교회
산성교회|개혁||02-871-0571|서울시 관악구 봉천6동 1667-54|이용대 목사|한국컴퓨터선교회
삼성교회|합동정통||02-585-2708|서울시 관악구 남현동 1068-4|서정웅 목사|한국컴퓨터선교회
삼성교회|기하성B||02-581-0384|서울시 관악구 남현동 602-128|신창균 목사|한국컴퓨터선교회
삼정교회|합동||02-878-7217|서울시 관악구 봉천2동 일두A 3-304|박영홍 목사|한국컴퓨터선교회
새길교회|통합||02-889-9415|서울시 관악구 봉천10동 886-16|마문철 목사|한국컴퓨터선교회
새마음중앙교회|합동보수||02-888-8295|서울시 관악구 봉천6동 36-2|박인전 목사|한국컴퓨터선교회
새생명교회|기성||02-855-8397|서울시 관악구 신림4동 506-12|김영건 목사|한국컴퓨터선교회
새소망교회|합동||02-874-7439|서울시 관악구 봉천3동 14-29|홍건석 목사|한국컴퓨터선교회
새소망교회|합동||02-888-3143|서울시 관악구 신림본동 10-613|김길성 목사|한국컴퓨터선교회
새소망교회|기감||02-872-3975|서울시 관악구 봉천1동 삼성 A상가 복리시설4층|임정덕 목사|한국컴퓨터선교회
새예루살렘교회|예성||02-882-9021|서울시 관악구 봉천8동 930-29|이우영 목사|한국컴퓨터선교회
생명교회|기하성B||02-889-9932|서울시 관악구 봉천7동 300-17|소영규 목사|한국컴퓨터선교회
서울교회|기하성||02-886-3766|서울시 관악구 봉천7동 291-1|김용완 목사|한국컴퓨터선교회
서울교회|기감||02-869-6044|서울시 관악구 신림1동 412-136|서영승 목사|한국컴퓨터선교회
서울남부교회|합동||02-888-3121|서울시 관악구 봉천6동 25-21|조광채 목사|한국컴퓨터선교회
서울남부교회|합동전통||02-886-0166|서울시 관악구 봉천6동 66-104호|이상일 목사|한국컴퓨터선교회
서울대광교회|대신||02-886-7989|서울시 관악구 봉천2동 38-25|박종춘 목사|한국컴퓨터선교회
서울성진교회|합동||02-883-3483|서울시 관악구 봉천8동 928-5|강경수 목사|한국컴퓨터선교회
서울순복음교회|기하성||02-886-3766|서울시 관악구 봉천7동 291-1|김용완 목사|한국컴퓨터선교회
서울은혜교회|합동중앙||02-865-0950|서울시 관악구 신림4동 528-23|강복남 목사|한국컴퓨터선교회
서울중앙교회|합동||02-885-6687|서울시 관악구 봉천4동 897-1|유창열 목사|한국컴퓨터선교회
서울평안교회|대신||02-871-5523|서울시 관악구 봉천10동 458-48|원경식 목사|한국컴퓨터선교회
선교중앙교회|합동통합||02-882-3890|서울시 관악구 봉천11동 180-129|김향기 목사|한국컴퓨터선교회
선민교회|대신||02-879-0912|서울시 관악구 신림9동 256-7|박기수 목사|한국컴퓨터선교회
선민교회|합동개혁B||02-859-1477|서울시 관악구 신림12동 598-85|최진영 목사|한국컴퓨터선교회
성도교회|호헌||02-862-5664|서울시 관악구 신림4동 492-1|윤건웅 목사|한국컴퓨터선교회
성림교회|합동||02-888-1632|서울시 관악구 신림10동 341-2|이재영 목사|한국컴퓨터선교회
성문교회|기침||02-584-7505|서울시 관악구 남현동 1056-22|박장옥 목사|한국컴퓨터선교회
성문교회|호헌||02-883-9011|서울시 관악구 신림9동 1523-1|박광동 목사|한국컴퓨터선교회
성봉교회|합동||02-885-7520|서울시 관악구 봉천2동 41-839|이원훈 목사|한국컴퓨터선교회
성산교회|합동||02-878-6091|서울시 관악구 봉천11동 196-75|김한성 목사|한국컴퓨터선교회
성심교회|기하성||02-854-5837|서울시 관악구 신림11동 746-43|박홍기 목사|한국컴퓨터선교회
성약교회|합동||02-887-0424|서울시 관악구 봉천4동 881-22|김달수 목사|한국컴퓨터선교회
성은교회|기감||02-876-1003|서울시 관악구 신림2동 402|박영순 목사|한국컴퓨터선교회
세광교회|통합||02-878-0711|서울시 관악구 봉천2동 7-299|김종호 목사|한국컴퓨터선교회
세계예술선교회|초교파||02-887-3243|서울시 관악구 신림9동 242-36|박난주 목사|한국컴퓨터선교회
수석교회|기성||02-878-6008|서울시 관악구 봉천7동 1628-17|정일형 목사|한국컴퓨터선교회
승리교회|합동정통||02-883-8454|서울시 관악구 신림9동 231-121|송흥연 목사|한국컴퓨터선교회
신광교회|합동||02-889-9191|서울시 관악구 봉천3동 1004|장의훈 목사|한국컴퓨터선교회
신광교회|예성||02-867-9217|서울시 관악구 신림11동 1490-7|권종태 목사|한국컴퓨터선교회
신광교회|기감||02-858-9569|서울시 관악구 신림4동 500-21|김정준 목사|한국컴퓨터선교회
신계교회|통합||02-882-7902|서울시 관악구 신림9동 1525-9|박종열 목사|한국컴퓨터선교회
신난곡교회|개혁||02-854-8912|서울시 관악구 신림7동 675-47|이인규 목사|한국컴퓨터선교회
신도교회|합동||02-859-3234|서울시 관악구 신림1동 1577-3|김춘환 목사|한국컴퓨터선교회
신림교회|기감||02-855-3845|서울시 관악구 신림13동 646-351|홍원표 목사|한국컴퓨터선교회
신림교회|통합||02-882-2800|서울시 관악구 신림9동 251-18|전준식 목사|한국컴퓨터선교회
신림교회|기침||02-878-5534|서울시 관악구 신림5동 1458-4|전계선 목사|한국컴퓨터선교회
신림교회|개혁||02-839-0691|서울시 관악구 신림4동 504-7|전철수 목사|한국컴퓨터선교회
신림구국교회|합동중앙||02-857-6979|서울시 관악구 신림4동 1464-22|김재덕 목사|한국컴퓨터선교회
신림동중앙교회|예성||02-871-8507|서울시 관악구 신림2동 1694|나세웅 목사|한국컴퓨터선교회
신림반석교회|기감||02-878-5617|서울시 관악구 신림5동 1430-1|김수영 목사|한국컴퓨터선교회
신림선두교회|기감||02-877-5021|서울시 관악구 신림2동 406-10|황인원 목사|한국컴퓨터선교회
신림소망교회|합동||02-856-9521|서울시 관악구 신림12동 1680-4|오준환 목사|한국컴퓨터선교회
신림제일교회|예성||02-852-1251|서울시 관악구 신림8동 538-26|장홍수 목사|한국컴퓨터선교회
신림중앙교회|기감||02-863-1680|서울시 관악구 신림8동 537-21|이상원 목사|한국컴퓨터선교회
신생교회|통합||02-878-9504|서울시 관악구 신림5동 1444-18|안길중 목사|한국컴퓨터선교회
신성교회|기감||02-878-7660|서울시 관악구 신림5동 1418-18|채현기 목사|한국컴퓨터선교회
신암교회|대신||02-851-0889|서울시 관악구 신림4동 529-9|권병근 목사|한국컴퓨터선교회
신애교회|보수합동||02-851-7808|서울시 관악구 신림3동 646-262|전은수 목사|한국컴퓨터선교회
신애제일교회|기감||02-838-3171|서울시 관악구 신림11동 1483-18|구본수 목사|한국컴퓨터선교회
신양교회|통합||02-877-9926|서울시 관악구 신림10동 산78-2|차정규 목사|한국컴퓨터선교회
신일교회|대신||02-889-0222|서울시 관악구 신림5동 1416-17|김교복 목사|한국컴퓨터선교회
신일교회|대신||02-873-7739|서울시 관악구 봉천11동 108-229|장시영 목사|한국컴퓨터선교회
신정교회|합동||02-871-3066|서울시 관악구 봉천10동 893-3|김경갑 목사|한국컴퓨터선교회
신천교회|합동||02-873-7500|서울시 관악구 봉천8동 1538-7|김한호 목사|한국컴퓨터선교회
신천교회|대신||02-858-5237|서울시 관악구 신림8동 1650-29|유문희 목사|한국컴퓨터선교회
새시대교회|개혁합신||070*8690*1885|서울 관악구 신림12동 1563-5.삼화빌라201호|류중헌 목사|한국컴퓨터선교회
안디옥교회|기침||02-598-4515|서울시 관악구 남현동 1065-3|김기형 목사|한국컴퓨터선교회
양문교회|합동정통||02-830-0191|서울시 관악구 신림4동 477-10|송용식 목사|한국컴퓨터선교회
양석교회|기감||02-888-5115|서울시 관악구 신림2동 408-44|신종환 목사|한국컴퓨터선교회
에덴교회|개혁||02-3469-4242|서울시 관악구 봉천6동 63-5|윤낙중 목사|한국컴퓨터선교회
에덴교회|기감||02-889-0147|서울시 관악구 봉천11동 1636-11|김수경 목사|한국컴퓨터선교회
에덴교회|개혁||02-888-6780|서울시 관악구 봉천6동 65-3|윤낙중 목사|한국컴퓨터선교회
에스겔교회|기하성||02-888-1965|서울시 관악구 봉천본동 933-10|선영철 목사|한국컴퓨터선교회
엘림교회|기하성||02-886-8574|서울시 관악구 봉천3동 89-9 22/7|김영숙 목사|한국컴퓨터선교회
엠마오교회|합동||02-876-9242|서울시 관악구 신림본동 11-19|차형순 목사|한국컴퓨터선교회
여명교회|예장||02-875-3771|서울시 관악구 봉천본동 957-6|원헌영 목사|한국컴퓨터선교회
영광교회|기감||02-854-6571|서울시 관악구 신림3동 635-5|임종제 목사|한국컴퓨터선교회
영광교회|합동보수C||02-884-7732|서울시 관악구 신림5동 1413-8|안장호 목사|한국컴퓨터선교회
영광교회|보수||02-891-1243|서울시 관악구 봉천6동 1675|나경식 목사|한국컴퓨터선교회
영광교회|개혁||070-8269-3216|서울시 관악구 봉천11동 1648-9|이홍훈 목사|한국컴퓨터선교회
영광제일교회|보수합동||02-885-0838|서울시 관악구 신림6동 359-49|김태호 목사|한국컴퓨터선교회
영진교회|합동||02-871-1151|서울시 관악구 봉천11동 1641-15|박규갑 목사|한국컴퓨터선교회
예광교회|기감||02-853-1106|서울시 관악구 신림12동 598-173|최덕순 목사|한국컴퓨터선교회
예본교회|합동||02-889-3411|서울시 관악구 신림5동 1416-1|안영혁 목사|한국컴퓨터선교회
예원교회|기장||02-588-7856|서울시 관악구 남현동 602-349|임광희 목사|한국컴퓨터선교회
예찬교회|합동정통||02-853-0601|서울시 관악구 신림4동 492-9|성두현 목사|한국컴퓨터선교회
예향교회|통합||02-889-6085|서울시 관악구 봉천1동 963-35|구본우 목사|한국컴퓨터선교회
온사랑교회|개혁||02-887-0617|서울시 관악구 봉천8동 1521-38|박남필 목사|한국컴퓨터선교회
우림교회|대신||02-581-4121|서울시 관악구 남현동 1054-7|장현종 목사|한국컴퓨터선교회
유신교회|기감||02-856-3551|서울시 관악구 신림7동 668-11|정진구 목사|한국컴퓨터선교회
은곡교회|기성||02-854-5349|서울시 관악구 신림13동 691-4|전경진 목사|한국컴퓨터선교회
은석교회|기장||02-875-7413|서울시 관악구 신림본동 10-296 효성빌딩|최재범 목사|한국컴퓨터선교회
은천교회|기성||02-853-1923|서울시 관악구 신림4동 458-1|구교환 목사|한국컴퓨터선교회
은천교회|합동||02-872-2066|서울시 관악구 신림본동 10-609|조정식 목사|한국컴퓨터선교회
은천제일교회|합동||02-871-7851|서울시 관악구 봉천5동 101-104|정진환 목사|한국컴퓨터선교회
은총교회|합동중앙||02-871-5004|서울시 관악구 봉천7동 1625-1|오은숙 목사|한국컴퓨터선교회
은현교회|예성||02-858-0893|서울시 관악구 신림7동 683-1|서순석 목사|한국컴퓨터선교회
은혜교회|합동정통||02-864-3136|서울시 관악구 신림8동 572-2|김이기 목사|한국컴퓨터선교회
은혜교회|기감||02-862-4390|서울시 관악구 신림4동 486-11|이기삼 목사|한국컴퓨터선교회
은혜교회|합동정통||02-863-5023|서울시 관악구 신림1동 1635 동부A 101-715|정경수 목사|한국컴퓨터선교회
이제교회|합동정통||02-855-8543|서울시 관악구 신림13동 652-7|김성택 목사|한국컴퓨터선교회
인애교회|개혁||02-855-1372|서울시 관악구 신림13동 706-112|이용효 목사|한국컴퓨터선교회
일심교회|합동개혁||02-885-1199|서울시 관악구 봉천본동 902-23|김교문 목사|한국컴퓨터선교회
임마누엘교회|평안||02-851-6118|서울시 관악구 신림3동 635-21|설진구 목사|한국컴퓨터선교회
제일교회|기하성||02-882-9179|서울시 관악구 봉천8동 1545-22|편삼만 목사|한국컴퓨터선교회
죠이교회|기침||02-887-0765|서울시 관악구 봉천10동 1513-10|조상연 목사|한국컴퓨터선교회
주목양교회|기침||02-883-0906|서울시 관악구 신림동 409-218|유동윤 목사|한국컴퓨터선교회
주사랑교회|개혁||02-889-6301|서울시 관악구 봉천5동 480-115|강희성 목사|한국컴퓨터선교회
주향교회|합동||02-873-9984|서울시 관악구 봉천10동 454-1|하창식 목사|한국컴퓨터선교회
중앙교회|합동보수C||02-882-8630|서울시 관악구 신림5동 1430-3|이돈규 목사|한국컴퓨터선교회
진성교회|개혁합신||02-882-8199|서울시 관악구 봉천4동 1579-21|공현식 목사|한국컴퓨터선교회
진영교회|합동||02-837-2557|서울시 관악구 신림4동 505-20|이일남 목사|한국컴퓨터선교회
참기쁜교회|예성||02-865-0691|서울시 관악구 신림8동 1648-3|조덕영 목사|한국컴퓨터선교회
창대교회|합동||02-851-8424|서울시 관악구 신림4동 504-11|최재열 목사|한국컴퓨터선교회
창성교회|합동||02-887-0795|서울시 관악구 봉천11동 181-6|김건식 목사|한국컴퓨터선교회
창일교회|합동정통||02-839-8484|서울시 관악구 신림4동 1464-64|김진신 목사|한국컴퓨터선교회
천광교회|보수합동||02-883-1997|서울시 관악구 신림10동 316-111|임재희 목사|한국컴퓨터선교회
초대교회|개혁||02-882-7772|서울시 관악구 봉천8동 921-1|김   선 목사|한국컴퓨터선교회
초양교회|기장||02-855-7333|서울시 관악구 신림13동 704-20|박은용 목사|한국컴퓨터선교회
축복교회|기하성||02-888-4211|서울시 관악구 봉천8동 927-1|서안식 목사|한국컴퓨터선교회
충성교회|기감||02-882-8798|서울시 관악구 봉천9동 634-19|이영복 목사|한국컴퓨터선교회
충은교회|합동동신||02-886-3243|서울시 관악구 봉천7동 산32-80|이남수 목사|한국컴퓨터선교회
큰기쁨교회|예장||02-867-2772|서울시 관악구 신림1동 1627-6|현윤식 목사|한국컴퓨터선교회
