##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@PACADEMY
#신나는피아노음악학원||||음악/미술학원||울산광역시 남구 옥현로 92-17||1|학교교과교습학원;예능(대);음악;예능(중)|||||#신나는피아노음악학원|2층,201호 (무거동)|||20309
성안혁신작심독서실||||독서실||울산광역시 중구 성안로 139||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||성안혁신작심독서실|2층 전체,3층 일부 (성안동)|||20317
세인학원||||일반학원||울산광역시 중구 태화로 220||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||세인학원|2층 (태화동)|||20315
세종컴퓨터학원||||컴퓨터학원|052-297-1771|울산광역시 중구 화합로 473||2|평생직업교육학원;직업기술;컴퓨터(정보처리,통신기기,인터넷,소프트웨어);컴퓨터|||||세종컴퓨터학원|2층 (복산동)|||20310
세컨플로어네일살롱학원||||전문자격학원||울산광역시 중구 학성로 83||8|평생직업교육학원;직업기술;이·미용;산업응용기술|||||세컨플로어네일살롱학원|2층 (성남동)|||20307
셀파우등생학원||||일반학원|052-297-6890|울산광역시 중구 학산로 33||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||셀파우등생학원|2층일부 (학성동)|||20315
소남우수학과학전문학원||||일반학원||울산광역시 중구 번영로 526||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||소남우수학과학전문학원|4층 (반구동)|||20315
소리나무음악학원||||음악/미술학원|052-245-0064|울산광역시 중구 함월로 46||3|학교교과교습학원;예능(대);음악;예능(중)|||||소리나무음악학원|대협팔레스 103동201호 (성안동)|||20309
소리나무피아노학원||||음악/미술학원||울산광역시 중구 학성4길 72||3|학교교과교습학원;예능(대);음악;예능(중)|||||소리나무피아노학원|2층 (학성동)|||20309
소리뜰음악학원||||음악/미술학원|052-247-4155|울산광역시 중구 오산2길 56-1||2|학교교과교습학원;예능(대);음악;예능(중)|||||소리뜰음악학원|1층 (태화동)|||20309
소리예음악전문학원||||음악/미술학원|052-286-0928|울산광역시 중구 단장3길 29||2|학교교과교습학원;예능(대);음악;예능(중)|||||소리예음악전문학원|2층 (복산동)|||20309
소명음악학원||||음악/미술학원|052-286-2855|울산광역시 중구 남외3길 7||3|학교교과교습학원;예능(대);음악;예능(중)|||||소명음악학원|대우프라자 205호 (남외동)|||20309
송무철수학과학전문학원||||일반학원|052-282-2515|울산광역시 중구 도화골15길 8||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||송무철수학과학전문학원|2층 (복산동)|||20315
송미진음악학원||||음악/미술학원||울산광역시 중구 도화골1길 12||2|학교교과교습학원;예능(대);음악;예능(중)|||||송미진음악학원|2층 (복산동)|||20309
수/플러스단과학원||||일반학원|052-211-0422|울산광역시 중구 함월6길 63||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||秀 플러스단과학원||수(秀)플러스단과학원|201호 (성안동)|||20315
수학의달인퍼스트수학학원||||일반학원||울산광역시 중구 평동1길 36-1||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||수학의달인퍼스트수학학원|3층 (유곡동)|||20315
쉘파단과전문학원||||일반학원|052-293-6669|울산광역시 중구 명정3길 21||8|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||쉘파단과전문학원|2층 (태화동)|||20315
스카이잉글리쉬/학원||||일반학원|052-293-0502|울산광역시 중구 화합로 489||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||SKYEnglish 학원||스카이잉글리쉬(SKYEnglish)학원|3층 (복산동)|||20315
스터디움프리미엄독서실||||독서실||울산광역시 중구 반구정10길 1||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||스터디움프리미엄독서실|3층 (반구동)|||20317
시그널영어학원||||일반학원||울산광역시 중구 함월15길 13||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||시그널영어학원|2층 (성안동)|||20315
시온음악학원||||음악/미술학원|052-246-3396|울산광역시 중구 학성1길 21||3|학교교과교습학원;예능(대);음악;예능(중)|||||시온음악학원|2층 (복산동)|||20309
시현수학과학학원||||일반학원|052-245-1232|울산광역시 중구 평동1길 28||7|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||시현수학과학학원|4층 (유곡동)|||20315
신세계회계.컴퓨터전문학원||||전문자격학원|052-2442-122||울산광역시 중구 젊음의1거리 6|5|평생직업교육학원;직업기술;전산회계;산업서비스|||||신세계회계.컴퓨터전문학원|5층 (성남동)|||20307
신예진음악학원||||음악/미술학원|052-298-3836|울산광역시 중구 옥교10길 53||5|학교교과교습학원;예능(대);음악;예능(중)|||||신예진음악학원|(2층) (학성동)|||20309
신울산슈가케익제빵학원||||전문자격학원|052-292-8850|울산광역시 중구 화합로 391||3|평생직업교육학원;직업기술;식음료품(바리스타,소믈리에);산업응용기술|||||신울산슈가케익제빵학원|우성빌딩 제2호 4층 (반구동)|||20307
신의한수영수국과학원||||일반학원|052-246-8597|울산광역시 중구 유곡로 50-2||15|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||신의한수영수국과학원|유곡로 52 (2층,4층) (유곡동)|||20315
신정은음악학원||||음악/미술학원|052-286-3293|울산광역시 중구 남외3길 7||3|학교교과교습학원;예능(대);음악;예능(중)|||||신정은음악학원|대우프라자 502호-1 (남외동)|||20309
신지혜음악학원||||음악/미술학원|052-281-2529|울산광역시 중구 남외1길 56||3|학교교과교습학원;예능(대);음악;예능(중)|||||신지혜음악학원|(3층) (남외동)|||20309
신청운독서실||||독서실|052-292-2151|울산광역시 중구 곽남13길 36||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||신청운독서실|2층 (남외동)|||20317
신화학원||||일반학원|052-292-1692|울산광역시 중구 반구정4길 20||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||신화학원|(2층) (반구동)|||20315
심봤다단과학원||||일반학원||울산광역시 중구 화합로 434||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||심봤다단과학원|3층 (반구동)|||20315
썬프리미엄독서실||||독서실|010-8801-8285|울산광역시 중구 남외2길 46||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||썬프리미엄독서실|3층 (남외동)|||20317
쎈수학러닝센터유곡혁신학원||||일반학원|052-246-3370|울산광역시 중구 종가4길 21||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||쎈수학러닝센터유곡혁신학원|301호 (유곡동)|||20315
쎈수학전문학원약사더샵학원||||일반학원|052-293-7247|울산광역시 중구 약사로 20||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||쎈수학전문학원약사더샵학원|303호 (약사더샵상가) (약사동)|||20315
쎈파머스학원||||일반학원|052-212-3335|울산광역시 중구 유곡로 52||10|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||쎈파머스학원|3층 (유곡동)|||20315
씨엘간호학원||||전문자격학원|052-298-9200|울산광역시 중구 화합로 427||13|평생직업교육학원;직업기술;간호조무사;간호보조기술|||||씨엘간호학원|3층,서원5길 2,2층 (반구동)|||20307
아가페음악학원||||음악/미술학원|052-296-0229|울산광역시 중구 평산로 18-2||3|학교교과교습학원;예능(대);음악;예능(중)|||||아가페음악학원|2층 (약사동)|||20309
아름다운사람들미용학원||||전문자격학원|052-276-7000||울산광역시 중구 젊음의2거리 29|10|평생직업교육학원;직업기술;이·미용;산업응용기술|||||아름다운사람들미용학원|외 3필지 울산훼미리타워 4층 (성남동)|||20307
아름다운수학전문학원||||일반학원|052-294-2209|울산광역시 중구 화합로 477||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||아름다운수학전문학원|4층일부 (복산동)|||20315
아이비티영수학원||||일반학원|052-221-1406|울산광역시 중구 해오름16길 2||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||아이비티영수학원|2층 (남외동)|||20315
아이샘영수학원||||일반학원|052-297-0795|울산광역시 중구 옥교10길 42||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||아이샘영수학원|(2층) (학성동)|||20315
아이스크림홈런우정홈런학습센터학원||||일반학원||울산광역시 중구 우정7길 1||1|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||아이스크림홈런우정홈런학습센터학원|2층 (우정동)|||20315
아이엠아트미술학원||||음악/미술학원||울산광역시 중구 신기12길 38||4|학교교과교습학원;예능(대);미술;예능(중)|||||아이엠아트미술학원|303호 (태화동,진영동부아파트상가동)|||20309
아이윤직업전문학원||||전문자격학원|052-1544-4267|울산광역시 중구 번영로 371||5|평생직업교육학원;직업기술;간호조무사;간호보조기술|||||아이윤직업전문학원|13층 (학산동)|||20307
아일랜드미술학원||||음악/미술학원|052-243-9272|울산광역시 중구 함월14길 22||2|학교교과교습학원;예능(대);미술;예능(중)|||||아일랜드미술학원|2층 (성안동)|||20309
아임음악학원||||음악/미술학원|052-248-1122|울산광역시 중구 종가4길 5||4|학교교과교습학원;예능(대);음악;예능(중)|||||아임음악학원|3층 (유곡동)|||20309
아트리미술학원||||음악/미술학원||울산광역시 중구 평산로 57-1||4|학교교과교습학원;예능(대);미술;예능(중)|||||아트리미술학원|3층 (약사동)|||20309
아트요리제과제빵바리스타학원||||전문자격학원|052-243-5253|울산광역시 중구 강북로 105||12|평생직업교육학원;직업기술;식음료품(바리스타,소믈리에);산업응용기술|||||아트요리제과제빵바리스타학원|롯데캐슬 101동 404,405,406호 (성남동,롯데캐슬스카이)|||20307
아피츄스코리아학원||||전문자격학원|052-245-1498|울산광역시 중구 백양로 88-1||8|평생직업교육학원;직업기술;식음료품(바리스타,소믈리에);산업응용기술|||||아피츄스코리아학원|3층 (성안동)|||20307
안동서원입시단과학원||||일반학원|052-247-0727|울산광역시 중구 다운로 115||3|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||안동서원입시단과학원|2층 (다운동)|||20315
알렉스의내신과수능영어전문학원||||일반학원||울산광역시 중구 종가3길 18||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||알렉스의내신과수능영어전문학원|4층 (유곡동)|||20315
약사GNB외국어학원||||외국어학원|052-294-3008|울산광역시 중구 화합로 492||5|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||약사GNB외국어학원|3층 (복산동)|||20305
약사더샵음악학원||||음악/미술학원||울산광역시 중구 약사로 20||2|학교교과교습학원;예능(대);음악;예능(중)|||||약사더샵음악학원|304호 (약사동)|||20309
약사드림독서실||||독서실|052-294-1109|울산광역시 중구 번영로 461||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||약사드림독서실|2층 (복산동)|||20317
약사올림수학학원||||일반학원|052-297-5631|울산광역시 중구 화합로 488||13|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||약사올림수학학원|1층,2층 (복산동)|||20315
약사점153셀리음악학원||||음악/미술학원|052-281-6373|울산광역시 중구 도화골길 31||3|학교교과교습학원;예능(대);음악;예능(중)|||||약사점153셀리음악학원|(2층) (복산동)|||20309
약사점인스터디독서실||||독서실|052-298-6269|울산광역시 중구 번영로 545||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||약사점인스터디독서실|3층 (약사동)|||20317
양지바둑학원||||일반학원|052-245-1476|울산광역시 중구 장춘로 110||2|학교교과교습학원;기타(대);바둑;기타(중)|||||양지바둑학원|3층 (성남동)|||20315
어반트리약사센터독서실||||독서실|052-294-1714|울산광역시 중구 번영로 504-1||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||어반트리약사센터독서실|2층 (반구동)|||20317
에스에이에스/학습정속독학원||||일반학원|052-293-0979|울산광역시 중구 화합로 422||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||SAS 학습정속독학원||에스에이에스(SAS)학습정속독학원|4층 (반구동)|||20315
