##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@관광공사맛집
황소고집||127.3376642656|37.8222226844|관광공사맛집|031-584-0695|경기도 가평군 조종면 청군로 1388||가평맛집;맛집;수도권;음식;한식;황소고집|10:00 ~ 22:00|||||황소고집||||kto
어리얼씨||127.5151704736|37.8165432765|관광공사맛집|031-582-6649|경기도 가평군 가평읍 달전로 3||가평맛집;맛집;소머리곰탕;어리얼씨;연중무휴;음식;음식점;한식|07:00 ~ 21:30|||||어리얼씨||||kto
천계닭갈비||127.5124481224|37.8293889539|관광공사맛집|031-582-8725|경기도 가평군 가평읍 연인2길 13-15||가평군;경기도;닭갈비;맛집;음식|11:00 ~ 21:00|||||천계닭갈비||||kto
길손식당(수덕사)||126.6210284251|36.6573475658|관광공사맛집|041-337-6045|충청남도 예산군 덕산면 수덕사안길 36||맛집;산더덕구이;산채한정식;예산군;음식;충청남도|08:00 ~ 22:00 (예약시 아침식사 가능)|||||길손식당(수덕사)||||kto
왕장어촌||127.4753965361|37.8091572912|관광공사맛집|031-582-9933|경기도 가평군 가평읍 태봉안길 163-9||가평군;경기도;맛집;민물장어;음식;장어추어탕|12:00 ~ 21:00|||||왕장어촌||||kto
수희식당||126.5612617215|33.2453646181|관광공사맛집|064-762-0777|제주특별자치도 서귀포시 태평로 377||갈치조림;맛집;서귀포시;음식;전복뚝배기;제주도|08:00 ~ 21:00|||||수희식당||||kto
할머니손두부||127.3489175442|37.8650984531|관광공사맛집|031-585-1219|경기도 가평군 조종면 현등사길 15||가평군;경기도;두부전골;맛집;백숙;음식|07:00 ~ 20:00|||||할머니손두부||||kto
창대정육생고기회관||127.3488744366|37.8193926638|관광공사맛집|031-585-2555|경기도 가평군 조종면 현창로38번길 13-1||가평군;경기도;맛집;음식;한우암소특수부위|06:00 ~ 20:00|||||창대정육생고기회관||||kto
다믈촌||127.4452910431|37.7105515368|관광공사맛집|031-584-3364|경기도 가평군 설악면 회곡가래골길 4||가평군;경기도;맛집;묵밥;음식;한방백숙|10:30 ~ 21:00|||||다믈촌||||kto
평양냉면||129.2129869687|35.8422540901|관광공사맛집|054-772-2448|경상북도 경주시 원효로 109-2||경상북도;경주시;맛집;음식;평양냉면|11:00 ~ 21:30|||||평양냉면||||kto
팔레드고몽||127.0472548016|37.5257713282|관광공사맛집|02-546-8877|서울특별시 강남구 도산대로81길 21||강남구;디너코스요리;맛집;미쉐린가이드;서울시;음식|18:00 ~ 23:00 (일요일 22:00 마감)|||||팔레드고몽||||kto
문향||127.0508599134|37.3329548724|관광공사맛집|031-276-4884|경기도 용인시 수지구 신봉1로347번길 6||경기도;단팥죽;대추차;맛집;쌍화차;용인시;음식;카페|11:00 ~ 22:30|||||문향||||kto
아침고요식당||127.3525429993|37.7426794347|관광공사맛집|031-585-8233|경기도 가평군 상면 수목원로 455||가평군;경기도;맛집;산채비빔밥;시골된장찌개;음식|11:40 ~ 20:00|||||아침고요식당||||kto
남선옥||128.6992956419|36.3453262910|관광공사맛집|054-834-2455|경상북도 의성군 의성읍 전통시장1길 8-1||경상권;남선옥;맛집;음식;의성맛집;한우숯불구이|11:00 ~ 22:00|||||남선옥||||kto
음봉가든||127.5048959634|37.7368579089|관광공사맛집|031-582-3588|경기도 가평군 가평읍 상지로 1109||가평군;경기도;맛집;매운탕;민물고기;음식|10:00 ~ 19:30|||||음봉가든||||kto
일품한우||129.1594329447|35.1602575377|관광공사맛집|051-747-9900|부산광역시 해운대구 해운대로570번길 49||맛집;부산광역시;음식;한우갈비살;한우생갈비;해운대구|11:30 ~ 24:00 (일요일은 22:00 마감)|||||일품한우||||kto
봉가우리밀손칼국수||126.7332032100|37.2131408912|관광공사맛집|031-357-5798|경기도 화성시 송산면 사강로 159||경기도;맛집;음식;칼국수;화성시|08:30 ~ 20:00(재료소진시 영업종료)|||||봉가우리밀손칼국수||||kto
마산전통아구찜||128.5783045692|35.2062528381|관광공사맛집|055-221-8989|경상남도 창원시 마산합포구 동서북17길 29||경상남도;맛집;아구찜;음식;창원시|10:00 ~ 22:00|||||마산전통아구찜||||kto
써니네/애견카페||126.9254428019|37.5567072157|관광공사맛집|02-334-3712|서울특별시 마포구 양화로18안길 16||마포구;맛집;서울시;애견카페;음식;커피|카페 13:00 ~ 22:00|||||써니네 애견카페||||kto
흑돼지구이집/하영||126.4165962685|33.2550751487|관광공사맛집|064-738-6011|제주특별자치도 서귀포시 천제연로 101||맛집;서귀포시;음식;제주도;흑돼지구이|10:00 ~ 22:00|||||흑돼지구이집 하영||||kto
떡갈비본가||126.9820642046|35.3213534701|관광공사맛집|061-383-6692|전라남도 담양군 담양읍 중앙로 91||담양군;맛집;음식;전라남도;한우떡갈비|10:00 ~ 22:00|||||떡갈비본가||||kto
일신숯불갈비||129.0288569991|35.1021699615|관광공사맛집|051-254-1871|부산광역시 중구 중구로48번길 10||맛집;부산맛집;삼겹살;음식;음식점;일신숯불갈비;한식;한우생갈비|10:00 ~ 22:00|||||일신숯불갈비||||kto
신센||129.1135928535|35.1468609662|관광공사맛집|051-627-9191|부산광역시 수영구 남천동로108번길 49||맛집;부산광역시;수영구;음식;일본전통돈까스;일식|11:30 ~ 22:00|||||신센||||kto
조방낙지볶음||129.0569864299|35.1554978426|관광공사맛집|051-819-8390|부산광역시 부산진구 가야대로784번길 46-4||낚지볶음;맛집;부산광역시;부산진구;음식|10:00 ~ 22:00|||||조방낙지볶음||||kto
장성향||129.0377225842|35.1135771812|관광공사맛집|051-467-4496|부산광역시 동구 대영로243번길 29||동구;맛집;부산광역시;음식;중화요리|11:30 ~ 22:00|||||장성향||||kto
상국이네||129.1629548127|35.1620074073|관광공사맛집|051-742-9001|부산광역시 해운대구 구남로41번길 40-1||김밥;떡볶이;맛집;부산광역시;분식;음식;튀김;해운대구|09:00 ~ 17:00|||||상국이네||||kto
정림한정식||129.0851937831|35.2030402602|관광공사맛집|051-552-1211|부산광역시 동래구 충렬대로237번길 31-3||동래구;맛집;부산광역시;음식;한정식|12:00 ~ 21:00|||||정림한정식||||kto
이스트덜위치||127.0554547824|37.5001244542|관광공사맛집|02-6369-1319|서울특별시 강남구 삼성로67길 50||SNS감성사진;감성사진;감성여행;디저트카페;연인과함께;연인과함께;음식;커플데이트;휴식공간;휴식하기;휴식하기좋은곳|11:00 ~ 21:00|||||이스트덜위치||||kto
원조범일동/매떡||129.0602642345|35.1440852924|관광공사맛집|051-633-0166|부산광역시 부산진구 골드테마길 52-2||맛집;매운떡볶이;부산광역시;부산진구;음식|09:00 ~ 21:00|||||원조범일동 매떡||||kto
촛불1978||126.9853262307|37.5567860576|관광공사맛집|02-757-1978|서울특별시 중구 소파로 95||맛집;서울특별시;양식;음식;중구;퐁듀|11:30 ~ 22:00|||||촛불1978||||kto
꺼먹동네횟집||129.2594870893|35.2984911353|관광공사맛집|051-727-1427|부산광역시 기장군 일광면 문오성길 509||기장군;맛집;부산광역시;아나고회;음식;횟집|10:00 ~ 20:00|||||꺼먹동네횟집||||kto
고향집칼국수||129.0981282334|35.1212302164|관광공사맛집|051-622-2366|부산광역시 남구 신선로 397-2||남구;맛집;부산광역시;음식;칼국수|11:00 ~ 20:30|||||고향집칼국수||||kto
본가낙지볶음||129.0602976198|35.1420660746|관광공사맛집|051-642-1041|부산광역시 부산진구 골드테마길 2-13||낚지볶음;맛집;부산광역시;부산진구;음식|09:00 ~ 21:30|||||본가낙지볶음||||kto
외식1번가||129.1416565431|35.1664287394|관광공사맛집|051-743-3338|부산광역시 해운대구 해운대로 425||맛집;부산광역시;생갈비살;음식;해운대구|11:30 ~ 22:20|||||외식1번가||||kto
김유순대구뽈찜전문집||129.0912839662|35.1365006029|관광공사맛집|051-627-4319|부산광역시 남구 못골로 79-10||남구;대구뽈찜;맛집;부산광역시;음식|11:30 ~ 22:00|||충무식당||김유순대구뽈찜전문집 (구.충무식당)||||kto
급행장||129.0580307117|35.1581031257|관광공사맛집|051-809-2100|부산광역시 부산진구 서면문화로 4||맛집;부산광역시;부산진구;음식;한우구이|10:30 ~ 22:00|||||급행장||||kto
안양해물탕||129.0586740736|35.1955767176|관광공사맛집|051-505-0480|부산광역시 동래구 사직로 66||동래구;맛집;부산광역시;음식;해물탕|11:30 ~ 22:00|||||안양해물탕||||kto
회국수할매집||129.0575974129|35.1582419911|관광공사맛집|051-817-9260|부산광역시 부산진구 서면문화로 5||맛집;부산광역시;부산진구;음식;회국수|24시간|||||회국수할매집||||kto
자미원||126.8888197475|35.2085479764|관광공사맛집|062-573-6040|광주광역시 북구 일곡마을로111번길 34||광양숯불구이;광주광역시;맛집;북구;음식|11:30 ~ 22:00|||||자미원||||kto
사미헌||129.0566863597|35.1589974450|관광공사맛집|051-819-6677|부산광역시 부산진구 서면문화로 19||맛집;부산광역시;부산진구;음식;한우구이|11:30 ~ 22:30|||||사미헌||||kto
옛날오막집||129.0197353895|35.1088190489|관광공사맛집|051-243-6973|부산광역시 서구 구덕로274번길 14||맛집;부산광역시;서구;양구이;음식|12:00 ~ 22:00|||||옛날오막집||||kto
청춘대포||127.1204270251|37.4868660511|관광공사맛집|010-9246-1919|서울특별시 송파구 법원로 128||음식|11:00 ~ 22:00|||||청춘대포||||kto
향촌한우||127.6508524898|34.7759763510|관광공사맛집|061-685-8243|전라남도 여수시 무선6길 42-6||맛집;여수시;음식;전라남도;한우|10:00 ~ 22:00|||||향촌한우||||kto
혜성갈비||127.6950493327|34.7479691419|관광공사맛집|061-654-3377|전라남도 여수시 여서로 118-8||맛집;소갈비찜;여수시;음식;전라남도|11:30 ~ 21:00|||||혜성갈비||||kto
자하손만두||126.9660047404|37.5931175992|관광공사맛집|02-379-2648|서울특별시 종로구 백석동길 12||만두국;만두전골;맛집;서울특별시;음식;종로구|11:00 ~ 21:30|||||자하손만두||||kto
성일집||129.0375007674|35.0994287600|관광공사맛집|051-463-5888|부산광역시 중구 대교로 103||곰장어양념구이;맛집;부산광역시;음식;장어요리;중구|11:00 ~ 23:00|||||성일집||||kto
해금정||127.6669848387|34.7591285172|관광공사맛집|061-692-3333|전라남도 여수시 시청동5길 5||맛집;여수시;음식;일식;전라남도;회정식;횟집|11:00 ~ 22:00|||||해금정||||kto
종가집설렁탕||126.8527799537|35.1501428555|관광공사맛집|062-374-0015|광주광역시 서구 시청로20번길 10||광주광역시;맛집;서구;설렁탕;음식|06:30 ~ 23:00|||||종가집설렁탕||||kto
동해고래일번가||129.3342733575|35.5562885953|관광공사맛집|052-294-1515|울산광역시 중구 새벽시장길 17||고래고기;고래모듬;맛집;울산광역시;음식;중구|12:00 ~ 22:00|||||동해고래일번가||||kto
파도소리||127.7008931683|34.7518326990|관광공사맛집|061-655-3057|전라남도 여수시 여문문화2길 60||맛집;모듬회;여수시;음식;전라남도;횟집|17:00 ~ 22:30|||||파도소리||||kto
새재할매집||128.0770280512|36.7608866920|관광공사맛집|054-571-5600|경상북도 문경시 문경읍 새재로 922||가족과함께;경상권;맛집;문경맛집;문경여행;문경여행맛집;문경여행코스;새재할매집;석쇠구이;아이와함께;연인과함께;음식;한식|10:30 ~ 19:00|||||새재할매집||||kto
싱싱게장||128.7253563753|34.8675934327|관광공사맛집|055-681-5513|경상남도 거제시 장승포로 10||가족과함께;간장게장;거제맛집;게장맛집;게장정식;경남맛집;남녀노소;맛집;싱싱게장;양념게장;연인과함께;연중무휴;음식;음식점;친구와함께;한식|09:00 ~ 21:00|||||싱싱게장||||kto
카사블랑카||126.9871042759|37.5416184075|관광공사맛집|02-797-8367|서울특별시 용산구 신흥로 35||남녀노소;맛집;맛집여행;모로코식당;샌드위치맛집;서울맛집;음식;카사블랑카|12:00 ~ 22:00|||||카사블랑카||||kto
백만석||128.6268314080|34.8751824719|관광공사맛집|055-638-3300|경상남도 거제시 계룡로 47||거제도가볼만한곳;거제맛집;경남맛집;맛집;멍게비빔밥;바다향기;백만석;비빔밥맛집;음식;해산물|09:30 ~ 21:30|||||백만석||||kto
영화식당||127.9904111180|36.8474196110|관광공사맛집||충청북도 충주시 수안보면 물탕1길 11||가족과함께;건강식;건강식맛집;나물밥;남녀노소;맛집;부모님과함께;산나물;산채정식;아이와함께;영화식당;음식;자연밥상;참나물;충주맛집;취나물|08:00 ~ 21:00|||||영화식당||||kto
팔팔민물장어||127.0197357175|37.5034345391|관광공사맛집|02-549-1112|서울특별시 서초구 사평대로 335||맛집;음식|10:00 ~ 22:00|||||팔팔민물장어||||kto
봉산식당||129.0853143534|36.4383979913|관광공사맛집|054-873-2183<br />054-872-2727|경상북도 청송군 청송읍 약수길 28||맛집;음식|10:00 ~ 20:30|||||봉산식당||||kto
한림닭갈비||127.7549243788|37.8857035714|관광공사맛집|033-251-5534|강원도 춘천시 동면 만천로 191||맛집;음식|11:00 ~ 23:00|||||한림닭갈비||||kto
물레불고기식당||128.5434674581|35.8626393055|관광공사맛집|053-566-1078|대구광역시 서구 평리로35길 32||경상권;대구맛집;맛집;물레불고기식당;음식;주물럭|10:00 ~ 22:00|||||물레불고기식당||||kto
영남식당||128.5438341034|35.8622421349|관광공사맛집|053-555-0933|대구광역시 서구 와룡로66길 55-1||경상권;곱창전골;대구맛집;맛집;영남식당;음식;주먹시|10:00 ~ 23:00|||||영남식당||||kto
백복수반||128.5684994281|35.8323293078|관광공사맛집|053-656-8848|대구광역시 남구 앞산순환로 391||경상권;곤드레밥정식;대구맛집;맛집;백복수반;음식|09:30 ~ 21:30|||||백복수반||||kto
군불로||128.7273260310|35.9701416412|관광공사맛집|053-986-0088|대구광역시 동구 갓바위로 244||맛집;음식|09:00 ~ 22:00|||||군불로||||kto
거송복어||128.6687559296|35.8803146164|관광공사맛집|053-984-6755|대구광역시 동구 동촌로 263||맛집;음식|10:00 ~ 22:00|||||거송복어||||kto
삼거리부대찌개||126.7873134720|37.8605832423|관광공사맛집|031-952-3431|경기도 파주시 문산읍 문향로 103||맛집;음식|09:00 ~ 21:00|||||삼거리부대찌개||||kto
해덕한우||128.6246276846|35.8371547964|관광공사맛집|053-768-7007|대구광역시 수성구 동대구로 78||맛집;음식|10:00~24:00|||||해덕한우||||kto
양평해장국||126.7907705591|37.7956297695|관광공사맛집|031-945-0898|경기도 파주시 월롱면 다락고개길 121-2||맛집;음식|06:00 ~ 21:30|||||양평해장국||||kto
연화정삼계탕||128.5403684451|35.8369116054|관광공사맛집|053-526-8380|대구광역시 달서구 구마로 116||맛집;음식|10:00 ~ 22:00|||||연화정삼계탕||||kto
광장복어||128.5579218374|35.8591399676|관광공사맛집|053-567-9800|대구광역시 서구 서대구로2길 8||맛집;음식|09:00 ~ 22:00|||||광장복어||||kto
장단가든||126.7942010028|37.8860887221|관광공사맛집|031-954-1559|경기도 파주시 문산읍 임진나루길 133-12||두부버섯전골;맛집;수도권;음식;잡고기매운탕;장단가든|10:00 ~ 22:00|||||장단가든||||kto
내포나루터||126.7623605694|37.8477176303|관광공사맛집|031-954-4578|경기도 파주시 문산읍 방촌로 1424||맛집;음식|09:30 ~ 22:00|||||내포나루터||||kto
삼다화로구이||126.8078704013|37.7460414109|관광공사맛집|031-946-8119|경기도 파주시 조리읍 통일로 342||맛집;음식|10:00 ~ 23:00|||||삼다화로구이||||kto
이가얼큰육개장||126.9114659085|37.9601655164|관광공사맛집|031-959-7989|경기도 파주시 적성면 솥뒤로 92||맛집;음식|10:00 ~ 22:00|||||이가얼큰육개장||||kto
